#separator:comma
#html:true
#notetype:Basic
#deck:Spanish::07 Imperfecto de subjuntivo
#columns:Front,Back,Tags
#tags column:3
"How is the <b>imperfecto de subjuntivo</b> formed?","Take the <b>ellos form of the preterite</b>, drop <b>-ron</b>, add:<br><br><b>-ra set</b>: ra · ras · ra · ramos · rais · ran<br><b>-se set</b>: se · ses · se · semos · seis · sen<br><br>hablaron → habla- · comieron → comie- · fueron → fue-<br><br><b>No exceptions at all.</b> The nosotros form takes an accent: habláramos.","imperfecto-subjuntivo formation"
"A mi madre le preocupaba que me <b>sintiera</b> sola en Londres.<br><i>Imperfecto de subjuntivo</i>","My mum was worried that <b>I felt</b> lonely in London.<br><span style='font-size:85%'>sentirse — to feel · yo · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"If <b>I felt</b> better, I'd go with you.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(sentirse · yo)</span>","Si me <b>sintiera</b> mejor, iría contigo.<br><span style='font-size:85%'>sentirse — to feel · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Quería que te <b>sintieras</b> como en casa.<br><i>Imperfecto de subjuntivo</i>","I wanted <b>you to feel</b> at home.<br><span style='font-size:85%'>sentirse — to feel · tú · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"I didn't think <b>you felt</b> that way.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(sentirse · tú)</span>","No creía que te <b>sintieras</b> así.<br><span style='font-size:85%'>sentirse — to feel · tú · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Hablaba como si no <b>sintiera</b> nada.<br><i>Imperfecto de subjuntivo</i>","He talked as if <b>he didn't feel</b> anything.<br><span style='font-size:85%'>sentir — to feel · él · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular es-en use-como-si"
"I wish <b>she felt</b> more confident.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(sentirse · ella)</span>","Ojalá se <b>sintiera</b> más segura de sí misma.<br><span style='font-size:85%'>sentirse — to feel · ella · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"El guía hizo todo lo posible para que nos <b>sintiéramos</b> cómodos.<br><i>Imperfecto de subjuntivo</i>","The guide did everything he could so that <b>we felt</b> comfortable.<br><span style='font-size:85%'>sentirse — to feel · nosotros · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-purpose"
"It was normal that <b>we felt</b> nervous before the exam.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(sentirse · nosotros)</span>","Era normal que nos <b>sintiéramos</b> nerviosos antes del examen.<br><span style='font-size:85%'>sentirse — to feel · nosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"No pensaba que os <b>sintierais</b> tan mal por eso.<br><i>Imperfecto de subjuntivo</i>","I didn't think <b>you guys felt</b> so bad about it.<br><span style='font-size:85%'>sentirse — to feel · vosotros · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-doubt"
"If <b>you two felt</b> ill, you'd tell me, right?<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(sentirse · vosotros)</span>","Si os <b>sintierais</b> mal, me lo diríais, ¿no?<br><span style='font-size:85%'>sentirse — to feel · vosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Los profesores querían que los alumnos se <b>sintieran</b> seguros.<br><i>Imperfecto de subjuntivo</i>","The teachers wanted the pupils <b>to feel</b> safe.<br><span style='font-size:85%'>sentirse — to feel · ellos · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"They were very quiet, as if <b>they felt</b> guilty.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(sentirse · ellos)</span>","Estaban muy callados, como si se <b>sintieran</b> culpables.<br><span style='font-size:85%'>sentirse — to feel · ellos · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular en-es use-como-si"
"La profesora me pidió que <b>leyera</b> en voz alta.<br><i>Imperfecto de subjuntivo</i>","The teacher asked <b>me to read</b> aloud.<br><span style='font-size:85%'>leer — to read · yo · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"If <b>I read</b> the news every day, I'd be even more stressed.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(leer · yo)</span>","Si <b>leyera</b> las noticias todos los días, estaría aún más estresado.<br><span style='font-size:85%'>leer — to read · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Me lo contaste como si lo <b>leyeras</b> de un papel.<br><i>Imperfecto de subjuntivo</i>","You told me as if <b>you were reading</b> it off a piece of paper.<br><span style='font-size:85%'>leer — to read · tú · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular es-en use-como-si"
"I didn't like <b>you reading</b> my messages.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(leer · tú)</span>","No me gustó que <b>leyeras</b> mis mensajes.<br><span style='font-size:85%'>leer — to read · tú · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"Ojalá mi hijo <b>leyera</b> más y jugara menos a la consola.<br><i>Imperfecto de subjuntivo</i>","I wish my son <b>read</b> more and played less on the console.<br><span style='font-size:85%'>leer — to read · él · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular es-en use-ojala"
"I left the letter on the table so that <b>she'd read</b> it.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(leer · ella)</span>","Dejé la carta en la mesa para que la <b>leyera</b>.<br><span style='font-size:85%'>leer — to read · ella · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-purpose"
"Nuestro padre quería que <b>leyéramos</b> un libro al mes.<br><i>Imperfecto de subjuntivo</i>","Our dad wanted <b>us to read</b> a book a month.<br><span style='font-size:85%'>leer — to read · nosotros · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"The teacher couldn't believe <b>we read</b> so fast.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(leer · nosotros)</span>","La profesora no se creía que <b>leyéramos</b> tan rápido.<br><span style='font-size:85%'>leer — to read · nosotros · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Si <b>leyerais</b> las instrucciones, no tendríais tantos problemas.<br><i>Imperfecto de subjuntivo</i>","If <b>you guys read</b> the instructions, you wouldn't have so many problems.<br><span style='font-size:85%'>leer — to read · vosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular es-en use-si-clause"
"I was surprised <b>you two read</b> the whole contract.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(leer · vosotros)</span>","Me sorprendió que <b>leyerais</b> el contrato entero.<br><span style='font-size:85%'>leer — to read · vosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"Dudaba que mis alumnos <b>leyeran</b> los correos.<br><i>Imperfecto de subjuntivo</i>","I doubted my students <b>read</b> the emails.<br><span style='font-size:85%'>leer — to read · ellos · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-doubt"
"They said it as if <b>they were reading</b> from a script.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(leer · ellos)</span>","Lo decían como si <b>leyeran</b> un guion.<br><span style='font-size:85%'>leer — to read · ellos · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular en-es use-como-si"
"Hice como si no <b>oyera</b> nada.<br><i>Imperfecto de subjuntivo</i>","I acted as if <b>I didn't hear</b> anything.<br><span style='font-size:85%'>oír — to hear · yo · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular es-en use-como-si"
"My dad spoke quietly so that <b>I wouldn't hear</b> him.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(oír · yo)</span>","Mi padre hablaba bajito para que no lo <b>oyera</b>.<br><span style='font-size:85%'>oír — to hear · yo · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-purpose"
"Si la <b>oyeras</b> cantar, no te lo creerías.<br><i>Imperfecto de subjuntivo</i>","If <b>you heard</b> her sing, you wouldn't believe it.<br><span style='font-size:85%'>oír — to hear · tú · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular es-en use-si-clause"
"I didn't think <b>you'd hear</b> me from there.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(oír · tú)</span>","No pensaba que me <b>oyeras</b> desde ahí.<br><span style='font-size:85%'>oír — to hear · tú · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Me dio vergüenza que el vecino nos <b>oyera</b> discutir.<br><i>Imperfecto de subjuntivo</i>","I was embarrassed that our neighbour <b>heard</b> us arguing.<br><span style='font-size:85%'>oír — to hear · él · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"I wish grandad <b>could hear</b> this song; he'd love it.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(oír · él)</span>","Ojalá el abuelo <b>oyera</b> esta canción; le encantaría.<br><span style='font-size:85%'>oír — to hear · él · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"Hablaban muy alto para que los <b>oyéramos</b>.<br><i>Imperfecto de subjuntivo</i>","They were talking really loudly so that <b>we'd hear</b> them.<br><span style='font-size:85%'>oír — to hear · nosotros · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-purpose"
"If <b>we heard</b> anything strange, we'd call the police.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(oír · nosotros)</span>","Si <b>oyéramos</b> algo raro, llamaríamos a la policía.<br><span style='font-size:85%'>oír — to hear · nosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Quería que <b>oyerais</b> esta canción antes que nadie.<br><i>Imperfecto de subjuntivo</i>","I wanted <b>you guys to hear</b> this song before anyone else.<br><span style='font-size:85%'>oír — to hear · vosotros · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"I was glad <b>you guys didn't hear</b> the storm.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(oír · vosotros)</span>","Me alegré de que no <b>oyerais</b> la tormenta.<br><span style='font-size:85%'>oír — to hear · vosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"No creía que los vecinos <b>oyeran</b> la música desde su piso.<br><i>Imperfecto de subjuntivo</i>","I didn't think the neighbours <b>could hear</b> the music from their flat.<br><span style='font-size:85%'>oír — to hear · ellos · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-doubt"
"My kids just carry on as if <b>they couldn't hear</b> me.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(oír · ellos)</span>","Mis hijos siguen a lo suyo como si no me <b>oyeran</b>.<br><span style='font-size:85%'>oír — to hear · ellos · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular en-es use-como-si"
"Full paradigm:<br><b>ser / ir</b> — <i>to be or go (the two verbs share this paradigm)</i><br><i>Imperfecto de subjuntivo</i>","<table><tr><td>yo</td><td><b>fuera</b></td></tr><tr><td>tú</td><td><b>fueras</b></td></tr><tr><td>él/ella/usted</td><td><b>fuera</b></td></tr><tr><td>nosotros</td><td><b>fuéramos</b></td></tr><tr><td>vosotros</td><td><b>fuerais</b></td></tr><tr><td>ellos/ellas/ustedes</td><td><b>fueran</b></td></tr></table>","imperfecto-subjuntivo fullparadigm irregular"
"Full paradigm:<br><b>tener</b> — <i>to have (possess)</i><br><i>Imperfecto de subjuntivo</i>","<table><tr><td>yo</td><td><b>tuviera</b></td></tr><tr><td>tú</td><td><b>tuvieras</b></td></tr><tr><td>él/ella/usted</td><td><b>tuviera</b></td></tr><tr><td>nosotros</td><td><b>tuviéramos</b></td></tr><tr><td>vosotros</td><td><b>tuvierais</b></td></tr><tr><td>ellos/ellas/ustedes</td><td><b>tuvieran</b></td></tr></table>","imperfecto-subjuntivo fullparadigm irregular"
"Full paradigm:<br><b>decir</b> — <i>to say (say or tell)</i><br><i>Imperfecto de subjuntivo</i>","<table><tr><td>yo</td><td><b>dijera</b></td></tr><tr><td>tú</td><td><b>dijeras</b></td></tr><tr><td>él/ella/usted</td><td><b>dijera</b></td></tr><tr><td>nosotros</td><td><b>dijéramos</b></td></tr><tr><td>vosotros</td><td><b>dijerais</b></td></tr><tr><td>ellos/ellas/ustedes</td><td><b>dijeran</b></td></tr></table>","imperfecto-subjuntivo fullparadigm irregular"
"Preterite (ellos) → imperfect subjunctive, for the irregulars","<table><tr><th>verb</th><th>ellos preterite</th><th>impf. subj.</th></tr><tr><td>ser / ir</td><td>fueron</td><td><b>fuera</b></td></tr><tr><td>tener</td><td>tuvieron</td><td><b>tuviera</b></td></tr><tr><td>estar</td><td>estuvieron</td><td><b>estuviera</b></td></tr><tr><td>poder</td><td>pudieron</td><td><b>pudiera</b></td></tr><tr><td>poner</td><td>pusieron</td><td><b>pusiera</b></td></tr><tr><td>saber</td><td>supieron</td><td><b>supiera</b></td></tr><tr><td>querer</td><td>quisieron</td><td><b>quisiera</b></td></tr><tr><td>venir</td><td>vinieron</td><td><b>viniera</b></td></tr><tr><td>hacer</td><td>hicieron</td><td><b>hiciera</b></td></tr><tr><td>decir</td><td>dijeron</td><td><b>dijera</b></td></tr><tr><td>traer</td><td>trajeron</td><td><b>trajera</b></td></tr><tr><td>conducir</td><td>condujeron</td><td><b>condujera</b></td></tr><tr><td>haber</td><td>hubieron</td><td><b>hubiera</b></td></tr><tr><td>dar</td><td>dieron</td><td><b>diera</b></td></tr><tr><td>andar</td><td>anduvieron</td><td><b>anduviera</b></td></tr><tr><td>pedir</td><td>pidieron</td><td><b>pidiera</b></td></tr><tr><td>dormir</td><td>durmieron</td><td><b>durmiera</b></td></tr><tr><td>sentir</td><td>sintieron</td><td><b>sintiera</b></td></tr><tr><td>leer</td><td>leyeron</td><td><b>leyera</b></td></tr><tr><td>oír</td><td>oyeron</td><td><b>oyera</b></td></tr></table>","imperfecto-subjuntivo irregular pattern"
"<b>When and why</b> do you use the<br><i>Imperfecto de subjuntivo</i>?","Two distinct jobs.<ul><li><b>Backshifting</b> — everything that took the present subjunctive takes this one once the main verb goes past. <i>Quiero que vengas</i> → <i>quería que vinieras</i>.</li><li><b>Counterfactual <i>si</i> clauses</b> — <i>si tuviera dinero, viajaría.</i> The <i>si</i> clause takes this tense, the result clause the conditional. (Real open conditions use <i>si</i> + present indicative: <i>si tengo tiempo, voy</i>.)</li><li><b>Ojalá + this tense</b> = unlikely or impossible wish. <i>Ojalá viniera</i> vs <i>ojalá venga</i>.</li><li><b>Softened requests</b>, -ra forms only — <i>quisiera un café; ¿pudiera usted…?</i></li><li><b>Como si</b>, always — <i>habla como si fuera experto.</i></li></ul>","imperfecto-subjuntivo usage concept"
"<b>Tricks and tips</b> for the<br><i>Imperfecto de subjuntivo</i>","<ul><li><b>The most regular tense in Spanish</b> — zero exceptions. Know the preterite and you know this free.</li><li><b>-ra and -se are interchangeable in every subjunctive use.</b> -ra dominates in speech and in Latin America; -se is more literary and more common in Spain. <b>Two -ra-only jobs</b>: polite requests (<i>quisiera</i>, never <i>quisiese</i>) and the journalistic pluperfect (<i>el edificio que construyera en 1920</i> = había construido).</li><li><b>The nosotros form takes an accent</b> and shifts stress: <i>habláramos, comiéramos</i>.</li><li><b>yo and él are identical.</b></li><li>Drill <i>si</i> + imperfect subjunctive → conditional as a <b>sentence shape</b>, not two separate rules.</li></ul>","imperfecto-subjuntivo tips concept"
